scope	order	key	value	
modelDropout_gui	18	strRadRandom	Relative a random allele and peak height of surviving allele	
modelDropout_gui	19	strRadLMW	Relative the low molecular weight allele and peak height of surviving allele	
modelDropout_gui	20	strRadHMW	Relative the high molecular weight allele and peak height of surviving allele	
modelDropout_gui	21	strRadLocus	Relative the locus and peak height of surviving allele, or mean locus peak height	
modelDropout_gui	22	strChkAverage	Use average peak height 'H' instead of allele/locus peak hight	
modelDropout_gui	23	strChkPrint	Print model	
modelDropout_gui	24	strChkDump	Dump model input	
modelDropout_gui	25	strExpThreshold	Drop-out prediction and threshold	
modelDropout_gui	26	strChkThreshold	Mark threshold @ P(D):	
modelDropout_gui	27	strLblLineType	Line type	
modelDropout_gui	28	strLblBlank	blank	
modelDropout_gui	29	strLblSolid	solid	
modelDropout_gui	30	strLblDashed	dashed	
modelDropout_gui	31	strLblDotted	dotted	
modelDropout_gui	32	strLblDotDash	dotdash	
modelDropout_gui	33	strLblLongDash	longdash	
modelDropout_gui	34	strLblTwoDash	twodash	
modelDropout_gui	35	strLblLineColour	Line colour	
modelDropout_gui	36	strChkPrintT	Print threshold value	
modelDropout_gui	37	strLblPredictionInterval	Prediction interval:	
modelDropout_gui	38	strChkPrintTcons	Print conservative T value	
modelDropout_gui	39	strChkPredictionInterval	Draw prediction interval:	
modelDropout_gui	40	strLblAlpha	Alpha:	
modelDropout_gui	41	strLblFill	Fill colour:	
modelDropout_gui	42	strExpPoints	Data points	
modelDropout_gui	43	strChkPoints	Plot data points	
modelDropout_gui	44	strLblShape	Shape:	
modelDropout_gui	45	strLblJitter	Jitter (h/v):	
modelDropout_gui	46	strExpAxes	Axes	
modelDropout_gui	47	strChkScaleLog	Use log10 scale at Y axis	
modelDropout_gui	48	strLblNbMinMax	NB! Must provide both min and max value.	
modelDropout_gui	49	strLblLimitY	Limit Y axis (min-max)	
modelDropout_gui	50	strLblLimitX	Limit X axis (min-max)	
modelDropout_gui	51	strExpLabels	X labels	
modelDropout_gui	52	strLblSize	Text size (pts):	
modelDropout_gui	53	strLblAngle	Angle:	
modelDropout_gui	54	strLblJustification	Justification (v/h):	
modelDropout_gui	55	strBtnPlot	Plot predicted drop-out probability	
modelDropout_gui	56	strBtnProcessing	Processing...	
modelDropout_gui	57	strFrmSave	Save as	
modelDropout_gui	58	strLblSave	Name for result:	
modelDropout_gui	59	strBtnSaveObject	Save as object	
modelDropout_gui	60	strBtnSaveImage	Save as image	
modelDropout_gui	61	strBtnObjectSaved	Object saved	
modelDropout_gui	62	strLblMainTitleAverage	Drop-out probability as a function of average peak height	
modelDropout_gui	63	strLblXTitleAverage	Average peak height 'H', (RFU)	
modelDropout_gui	64	strLblMainTitleHeight	Drop-out probability as a function of present-allele height	
modelDropout_gui	65	strLblXTitleHeight	Peak height, (RFU)	
modelDropout_gui	66	strLblYTitle	Drop-out probability, P(D)	
modelDropout_gui	67	strLblLegend	Model parameters:	
modelDropout_gui	68	strLblHosmer	\nHosmer-Lemeshow test: p = 	
modelDropout_gui	69	strMsgDataset	A dataset must be selected.	
modelDropout_gui	70	strMsgTitleDataset	Dataset not selected	
modelDropout_gui	71	strMsgNull	Data frame is NULL or NA!	
modelDropout_gui	72	strMsgTitleError	Error	
modelDropout_gui	73	strMsgIncomplete1	Dataset is ok for drop-out analysis.\nHowever, additional columns are required for this analysis:\n	
modelDropout_gui	74	strMsgIncomplete2	\n\nPlease try modeling using another scoring method.	
modelDropout_gui	75	strMsgTitleIncomplete	Incomplete dataset	
plotAT_gui	1	strWinTitle	Plot analytical threshold	
plotAT_gui	2	strChkGui	Save GUI settings	
plotAT_gui	3	strBtnHelp	Help	
plotAT_gui	4	strFrmDataset	Dataset	
plotAT_gui	5	strLblDataset	AT6 dataset:	
plotAT_gui	6	strDrpDataset	<Select dataset>	
plotAT_gui	7	strLblSamples	samples	
plotAT_gui	8	strFrmOptions	Options	
plotAT_gui	9	strChkOverride	Override automatic titles	
plotAT_gui	10	strLblTitlePlot	Plot title:	
plotAT_gui	11	strLblTitleX	X title:	
plotAT_gui	12	strLblTitleY	Y title:	
plotAT_gui	13	strLblTheme	Plot theme:	
plotAT_gui	14	strExpPoints	Data points	
plotAT_gui	15	strLblShape	Shape:	
plotAT_gui	16	strLblAlpha	Alpha:	
plotAT_gui	17	strLblJitter	Jitter (width):	
plotAT_gui	18	strExpAxes	Axes	
plotAT_gui	19	strLblLimitY	Limit Y axis (min-max)	
plotAT_gui	20	strLblLimitX	Limit X axis (min-max)	
plotAT_gui	21	strLblScales	Scales:	
plotAT_gui	22	strExpLabels	X labels	
plotAT_gui	23	strLblSize	Text size (pts):	
plotAT_gui	24	strLblAngle	Angle:	
plotAT_gui	25	strLblJustification	Justification (v/h):	
plotAT_gui	26	strFrmPlot	Plot analytical threshold data	
plotAT_gui	27	strBtnPlot	Plot AT6	
plotAT_gui	28	strBtnProcessing	Processing...	
plotAT_gui	29	strFrmSave	Save as	
plotAT_gui	30	strLblSave	Name for result:	
plotAT_gui	31	strBtnSaveObject	Save as object	
plotAT_gui	32	strBtnSaveImage	Save as image	
plotAT_gui	33	strBtnObjectSaved	Object saved	
plotAT_gui	34	strLblMainTitleLinear	Linear regression	
plotAT_gui	35	strLblMainTitleWeighted	Weighted linear regression	
plotAT_gui	36	strLblXTitle	Amount (pg)	
plotAT_gui	37	strLblYTitle	Average Peak Height (RFU)	
plotAT_gui	38	strMsgNull	Data frame is NULL or NA!	
plotAT_gui	39	strMsgTitleError	Error	
plotBalance_gui	1	strWinTitle	Plot balance	
plotBalance_gui	2	strChkGui	Save GUI settings	
plotBalance_gui	3	strBtnHelp	Help	
plotBalance_gui	4	strFrmDataset	Dataset and kit	
plotBalance_gui	5	strLblDataset	Balance dataset:	
plotBalance_gui	6	strDrpDataset	<Select dataset>	
plotBalance_gui	7	strLblSamples	samples	
plotBalance_gui	8	strLblKit	and the kit used:	
plotBalance_gui	9	strFrmOptions	Options	
plotBalance_gui	10	strChkOverride	Override automatic titles	
plotBalance_gui	11	strLblTitlePlot	Plot title:	
plotBalance_gui	12	strLblTitleX	X title:	
plotBalance_gui	13	strLblTitleY	Y title:	
plotBalance_gui	14	strLblTheme	Plot theme:	
plotBalance_gui	15	strChkSex	Exclude sex markers	
plotBalance_gui	16	strChkLog	Log (balance)	
plotBalance_gui	17	strRadNone	Do not facet or wrap	
plotBalance_gui	18	strRadWrap	Wrap by Dye	
plotBalance_gui	19	strRadFacetWrap	Facet by Marker and wrap by Dye	
plotBalance_gui	20	strExpPoints	Data points	
plotBalance_gui	21	strLblShape	Shape:	
plotBalance_gui	22	strLblAlpha	Alpha:	
plotBalance_gui	23	strLblJitter	Jitter (width):	
plotBalance_gui	24	strExpAxes	Axes	
plotBalance_gui	25	strChkScaleLog	Use log10 scale at Y axis	
plotBalance_gui	26	strLblLimitY	Limit Y axis (min-max)	
plotBalance_gui	27	strLblLimitX	Limit X axis (min-max)	
plotBalance_gui	28	strLblScales	Scales:	
plotBalance_gui	29	strExpLabels	X labels	
plotBalance_gui	30	strLblSize	Text size (pts):	
plotBalance_gui	31	strLblAngle	Angle:	
plotBalance_gui	32	strLblJustification	Justification (v/h):	
plotBalance_gui	33	strFrmPlot	Plot balance data	
plotBalance_gui	34	strBtnHbVsHeight	Hb vs. Height	
plotBalance_gui	35	strTipHbVsHeight	Plot heterozygote balance by mean marker peak height	
plotBalance_gui	36	strBtnHbVsDelta	Hb vs. Delta	
plotBalance_gui	37	strTipHbVsDelta	Plot heterozygote balance by allele repeat difference	
plotBalance_gui	38	strBtnHbVsH	Hb vs. 'H'	
plotBalance_gui	39	strTipHbVsH	Plot heterozygote balance by average profile peak height	
plotBalance_gui	40	strBtnHbVsMarker	Hb vs. Marker	
plotBalance_gui	41	strTipHbVsMarker	Plot heterozygote balance by marker	
plotBalance_gui	42	strBtnLbVsHeight	Lb vs. Height	
plotBalance_gui	43	strTipLbVsHeight	Plot locus balance by mean marker peak height	
plotBalance_gui	44	strBtnLbVsH	Lb vs. 'H'	
plotBalance_gui	45	strTipLbVsH	Plot locus balance by average profile peak height	
plotBalance_gui	46	strBtnLbVsMarker	Lb vs. Marker	
plotBalance_gui	47	strTipLbVsMarker	Plot locus balance by marker	
plotBalance_gui	48	strBtnProcessing	Processing...	
plotBalance_gui	49	strFrmSave	Save as	
plotBalance_gui	50	strLblSave	Name for result:	
plotBalance_gui	51	strBtnSaveObject	Save as object	
plotBalance_gui	52	strBtnSaveImage	Save as image	
plotBalance_gui	53	strBtnObjectSaved	Object saved	
plotBalance_gui	54	strLblMainTitleHb	Heterozygous balance	
plotBalance_gui	55	strLblMainTitleLb	Locus balance	
plotBalance_gui	56	strLblXTitleMean	Mean peak height (RFU)	
plotBalance_gui	57	strLblXTitleDelta	Repeat difference	
plotBalance_gui	58	strLblXTitleAverage	Average peak height 'H' (RFU)	
plotBalance_gui	59	strLblXTitleLocus	Locus	
plotBalance_gui	60	strLblXTitleLocusHeight	Locus peak height (RFU)	
plotBalance_gui	61	strLblYTitleLog	Log(Ratio)	
plotBalance_gui	62	strLblYTitle	Ratio	
plotBalance_gui	63	strMsgNull	Data frame is NULL or NA!	
plotBalance_gui	64	strMsgTitleError	Error	
plotCapillary_gui	1	strWinTitle	Plot capillary balance	
plotCapillary_gui	2	strChkGui	Save GUI settings	
plotCapillary_gui	3	strBtnHelp	Help	
plotCapillary_gui	4	strFrmDataset	Dataset	
plotCapillary_gui	5	strLblDataset	Dataset:	
plotCapillary_gui	6	strDrpDataset	<Select dataset>	
plotCapillary_gui	7	strLblRows	rows	
plotCapillary_gui	8	strFrmOptions	Options	
plotCapillary_gui	9	strChkOverride	Override automatic titles	
plotCapillary_gui	10	strLblTitlePlot	Plot title:	
plotCapillary_gui	11	strLblTitleSub	Sub title:	
plotCapillary_gui	12	strLblTitleX	X title:	
plotCapillary_gui	13	strLblTitleY	Y title:	
plotCapillary_gui	14	strExpPoints	Data points	
plotCapillary_gui	15	strLblShape	Shape:	
plotCapillary_gui	16	strLblAlpha	Alpha:	
plotCapillary_gui	17	strExpAxes	Axes	
plotCapillary_gui	18	strLblLimitY	Limit Y axis (min-max)	
plotCapillary_gui	19	strFrmPlot	Plot capillary balance data	
plotCapillary_gui	20	strBtnDotplot	Dotplot	
plotCapillary_gui	21	strBtnBoxplot	Boxplot	
plotCapillary_gui	22	strBtnDistribution	Distribution	
plotCapillary_gui	23	strBtnProcessing	Processing...	
plotCapillary_gui	24	strFrmSave	Save as	
plotCapillary_gui	25	strLblSave	Name for result:	
plotCapillary_gui	26	strBtnSaveObject	Save as object	
plotCapillary_gui	27	strBtnSaveImage	Save as image	
plotCapillary_gui	28	strBtnObjectSaved	Object saved	
plotCapillary_gui	29	strLblMainTitleDotplot	Mean peak height grouped by capillary for	
plotCapillary_gui	30	strLblMainTitleBoxplot	Mean peak height by capillary for	
plotCapillary_gui	31	strLblMainTitleDistribution	Mean peak height for 	
plotCapillary_gui	32	strLblMainSubTitleDotplot	[dotted blue line indicate global mean, red line indicate median per capillary]	
plotCapillary_gui	33	strLblXTitleInjection	Injection	
plotCapillary_gui	34	strLblXTitleCapillary	Capillary	
plotCapillary_gui	35	strLblXTitleDensity	Density	
plotCapillary_gui	36	strLblYTitleMean	Mean peak height (RFU)	
plotCapillary_gui	37	strMsgNull	Data frame is NULL or NA!	
plotCapillary_gui	38	strMsgTitleError	Error	
plotContamination_gui	1	strWinTitle	Plot contamination	
plotContamination_gui	2	strChkGui	Save GUI settings	
plotContamination_gui	3	strBtnHelp	Help	
plotContamination_gui	4	strFrmDataset	Dataset	
plotContamination_gui	5	strLblDataset	Contamination dataset:	
plotContamination_gui	6	strDrpDataset	<Select dataset>	
plotContamination_gui	7	strLblSamples	samples	
plotContamination_gui	8	strFrmOptions	Options	
plotContamination_gui	9	strChkOverride	Override automatic titles	
plotContamination_gui	10	strLblTitlePlot	Plot title:	
plotContamination_gui	11	strLblTitleX	X title:	
plotContamination_gui	12	strLblTitleY	Y title:	
plotContamination_gui	13	strLblTheme	Plot theme:	
plotContamination_gui	14	strBtnPlot	Plot	
plotContamination_gui	15	strBtnProcessing	Processing...	
plotContamination_gui	16	strFrmSave	Save as	
plotContamination_gui	17	strLblSave	Name for result:	
plotContamination_gui	18	strBtnSaveObject	Save as object	
plotContamination_gui	19	strBtnSaveImage	Save as image	
plotContamination_gui	20	strBtnObjectSaved	Object saved	
plotContamination_gui	21	strLblMainTitle	Observed and expected number of peaks per profile (n=	
plotContamination_gui	22	strLblXTitle	Number of peaks per control	
plotContamination_gui	23	strLblYTitle	Relative occurance	
plotContamination_gui	24	strMsgNull	Data frame is NULL or NA!	
plotContamination_gui	25	strMsgTitleError	Error	
plotDistribution_gui	1	strWinTitle	Plot distribution	
plotDistribution_gui	2	strChkGui	Save GUI settings	
plotDistribution_gui	3	strBtnHelp	Help	
plotDistribution_gui	4	strFrmDataset	Dataset	
plotDistribution_gui	5	strLblDataset	Dataset:	
plotDistribution_gui	6	strLblGroup	Group:	
plotDistribution_gui	7	strLblColumn	Column:	
plotDistribution_gui	8	strDrpDataset	<Select dataset>	
plotDistribution_gui	9	strDrpGroup	<Select group>	
plotDistribution_gui	10	strDrpColumn	<Select column>	
plotDistribution_gui	11	strLblRows	rows	
plotDistribution_gui	12	strFrmOptions	Options	
plotDistribution_gui	13	strChkOverride	Override automatic titles	
plotDistribution_gui	14	strLblTitlePlot	Plot title:	
plotDistribution_gui	15	strLblTitleX	X title:	
plotDistribution_gui	16	strLblTitleY	Y title:	
plotDistribution_gui	17	strLblTheme	Plot theme:	
plotDistribution_gui	18	strChkBoxplot	Overlay boxplot	
plotDistribution_gui	19	strLblWidth	Width of boxplot:	
plotDistribution_gui	20	strChkLog	Transform to logarithms.	
plotDistribution_gui	21	strLblBase	Base:	
plotDistribution_gui	22	strTipBase	Default is the natural logarithm, approximately 2.718282. Other common values are 10 for the common logarithm, and 2 for binary logarithms.	
plotDistribution_gui	23	strExpDistribution	Distribution function	
plotDistribution_gui	24	strLblSmoothing	Smoothing kernel:	
plotDistribution_gui	25	strLblBandwidth	Adjust bandwidth:	
plotDistribution_gui	26	strExpHistogram	Distribution function	
plotDistribution_gui	27	strLblBinwidth	Adjust bindwidth:	
plotDistribution_gui	28	strTipBin	The width of the bins. The default is to use 30 bins, that cover the range of the data. You should always override this value, exploring multiple widths to find the best to illustrate your data. Leave empty to use 'bins'.	
plotDistribution_gui	29	strLblBins	Number of bins:	
plotDistribution_gui	30	strTipBins	Overridden by binwidth. Defaults to 30.	
plotDistribution_gui	31	strExpAxes	Axes	
plotDistribution_gui	32	strLblNB	NB! Must provide both min and max value.	
plotDistribution_gui	33	strLblLimitY	Limit Y axis (min-max)	
plotDistribution_gui	34	strLblLimitX	Limit X axis (min-max)	
plotDistribution_gui	35	strFrmPlot	Plot distribution	
plotDistribution_gui	36	strBtnCDF	CDF	
plotDistribution_gui	37	strTipCDF	Cumulative density function	
plotDistribution_gui	38	strBtnPDF	PDF	
plotDistribution_gui	39	strTipPDF	Probability density function	
plotDistribution_gui	40	strBtnHistogram	Histogram	
plotDistribution_gui	41	strBtnProcessing	Processing...	
plotDistribution_gui	42	strFrmSave	Save as	
plotDistribution_gui	43	strLblSave	Name for result:	
plotDistribution_gui	44	strBtnSaveObject	Save as object	
plotDistribution_gui	45	strBtnSaveImage	Save as image	
plotDistribution_gui	46	strBtnObjectSaved	Object saved	
plotDistribution_gui	47	strLblMainTitleCDF	Cumulative density function	
plotDistribution_gui	48	strLblMainTitlePDF	Probability density function	
plotDistribution_gui	49	strLblMainTitleHistogram	Histogram	
plotDistribution_gui	50	strLblYTitleDensity	Density	
plotDistribution_gui	51	strLblYTitleCount	Count	
plotDistribution_gui	52	strLblXTitleHeight	Peak height (RFU)	
plotDistribution_gui	53	strLblXTitleSize	Fragment size (bp)	
plotDistribution_gui	54	strLblXTitleDataPoint	Data point	
plotDistribution_gui	55	strLblObservations	observations	
plotDistribution_gui	56	strMsgColumn	A data column must be specified!	
plotDistribution_gui	57	strMsgNull	Data frame is NULL or NA!	
plotDistribution_gui	58	strMsgTitleError	Error	
plotDropout_gui	1	strWinTitle	Plot dropout data	
plotDropout_gui	2	strChkGui	Save GUI settings	
plotDropout_gui	3	strBtnHelp	Help	
plotDropout_gui	4	strFrmDataset	Dataset and kit	
plotDropout_gui	5	strLblDataset	Dataset:	
plotDropout_gui	6	strLblKit	Kit:	
plotDropout_gui	7	strDrpDataset	<Select dataset>	
plotDropout_gui	8	strFrmOptions	Options	
plotDropout_gui	9	strChkOverride	Override automatic titles	
plotDropout_gui	10	strLblTitlePlot	Plot title:	
plotDropout_gui	11	strLblTitleX	X title:	
plotDropout_gui	12	strLblTitleY	Y title:	
plotDropout_gui	13	strExpAxes	Axes (applies to continous axes)	
plotDropout_gui	14	strLblNB	NB! Must provide both min and max value.	
plotDropout_gui	15	strLblLimitY	Limit Y axis (min-max)	
plotDropout_gui	16	strLblLimitX	Limit X axis (min-max)	
plotDropout_gui	17	strExpLabels	X labels	
plotDropout_gui	18	strLblRound	Round to digits:	
plotDropout_gui	19	strLblSize	Text size (pts):	
plotDropout_gui	20	strLblAngle	Angle:	
plotDropout_gui	21	strLblJustification	Justification (v/h):	
plotDropout_gui	22	strFrmPlot	Plot heatmap by	
plotDropout_gui	23	strBtnH	Average peak height	
plotDropout_gui	24	strBtnAmount	Amount	
plotDropout_gui	25	strBtnConcentration	Concentration	
plotDropout_gui	26	strBtnSample	Sample	
plotDropout_gui	27	strBtnProcessing	Processing...	
plotDropout_gui	28	strFrmOther	Other plots	
plotDropout_gui	29	strBtnECDP	ecdp	
plotDropout_gui	30	strTipECDP	Empirical cumulative distribution plot	
plotDropout_gui	31	strChkHom	Plot homozygous peaks.	
plotDropout_gui	32	strBtnDot	Dotplot	
plotDropout_gui	33	strFrmSave	Save as	
plotDropout_gui	34	strLblSave	Name for result:	
plotDropout_gui	35	strBtnSaveObject	Save as object	
plotDropout_gui	36	strBtnSaveImage	Save as image	
plotDropout_gui	37	strBtnObjectSaved	Object saved	
plotDropout_gui	38	strLblMainTitle	Allele and locus dropout	
plotDropout_gui	39	strLblMainTitleECDP	Empirical cumulative distribution for	
plotDropout_gui	40	strLblMainTitleAnd	and	
plotDropout_gui	41	strLblMainTitleHeterozygous	heterozygous alleles (with dropout of the sister allele)	
plotDropout_gui	42	strLblMainTitleHomozygous	homozygous peaks	
plotDropout_gui	43	strLblXTitleAverage	Average peak height	
plotDropout_gui	44	strLblXTitleAmount	Amount amplified DNA	
plotDropout_gui	45	strLblXTitleConcentration	Concentration	
plotDropout_gui	46	strLblXTitleSample	Sample name	
plotDropout_gui	47	strLblXTitleHeight	Peak height (RFU)	
plotDropout_gui	48	strLblXTitleSurvivingHeight	Peak height of surviving allele (RFU)	
plotDropout_gui	49	strLblYTitleMarker	Marker	
plotDropout_gui	50	strLblYTitleCP	Cumulative probability	
plotDropout_gui	51	strMsgNull	Data frame is NULL or NA!	
plotDropout_gui	52	strMsgTitleError	Error	
plotGroups_gui	1	strWinTitle	Plot groups	
plotGroups_gui	2	strChkGui	Save GUI settings	
plotGroups_gui	3	strBtnHelp	Help	
plotGroups_gui	4	strFrmDataset	Dataset	
plotGroups_gui	5	strLblDataset	Dataset:	
plotGroups_gui	6	strLblColumn	Flat data by:	
plotGroups_gui	7	strLblGroup	Group data by:	
plotGroups_gui	8	strLblPlot	Plot data by:	
plotGroups_gui	9	strDrpDataset	<Select dataset>	
plotGroups_gui	10	strDrpColumn	<Select column>	
plotGroups_gui	11	strDrpGroup	<Select group>	
plotGroups_gui	12	strLblRows	rows	
plotGroups_gui	13	strFrmOptions	Options	
plotGroups_gui	14	strChkOverride	Override automatic titles	
plotGroups_gui	15	strLblTitlePlot	Plot title:	
plotGroups_gui	16	strLblTitleX	X title:	
plotGroups_gui	17	strLblTitleY	Y title:	
plotGroups_gui	18	strLblLabels	Group labels:	
plotGroups_gui	19	strTipLabels	Separate by comma	
plotGroups_gui	20	strLblTheme	Plot theme:	
plotGroups_gui	21	strExpAxes	Axes	
plotGroups_gui	22	strLblNB	NB! Must provide both min and max value.	
plotGroups_gui	23	strLblLimitY	Limit Y axis (min-max)	
plotGroups_gui	24	strLblLimitX	Limit X axis (min-max)	
plotGroups_gui	25	strBtnPlot	Plot	
plotGroups_gui	26	strTipPlot	Empirical cumulative distribution function	
plotGroups_gui	27	strBtnProcessing	Processing...	
plotGroups_gui	28	strFrmSave	Save as	
plotGroups_gui	29	strLblSave	Name for result:	
plotGroups_gui	30	strBtnSaveObject	Save as object	
plotGroups_gui	31	strBtnSaveImage	Save as image	
plotGroups_gui	32	strBtnObjectSaved	Object saved	
plotGroups_gui	33	strLblMainTitle	Empirical cumulative distribution function	
plotGroups_gui	34	strLblObservations	observations	
plotGroups_gui	35	strMsgColumn	A data column must be specified!	
plotGroups_gui	36	strMsgNull	Data frame is NULL or NA!	
plotGroups_gui	37	strMsgTitleError	Error	
plotKit_gui	1	strWinTitle	Plot kit	
plotKit_gui	2	strChkGui	Save GUI settings	
plotKit_gui	3	strBtnHelp	Help	
plotKit_gui	4	strFrmKit	Select kits	
plotKit_gui	5	strFrmOptions	Options	
plotKit_gui	6	strLblTitlePlot	Plot title:	
plotKit_gui	7	strLblTitleX	X title:	
plotKit_gui	8	strLblSize	Size:	
plotKit_gui	9	strLblKitSize	Kit name size:	
plotKit_gui	10	strLblKitSpacing	Spacing between kits:	
plotKit_gui	11	strLblMarkerSize	Marker name size:	
plotKit_gui	12	strLblMarkerHeight	Marker height:	
plotKit_gui	13	strLblMarkerAlpha	Marker transparency:	
plotKit_gui	14	strTipMarker	Marker range fill color alpha	
plotKit_gui	15	strBtnPlot	Plot	
plotKit_gui	16	strTipPlot	Plot marker ranges for kit	
plotKit_gui	17	strBtnProcessing	Processing...	
plotKit_gui	18	strFrmSave	Save as	
plotKit_gui	19	strLblSave	Name for result:	
plotKit_gui	20	strBtnSaveObject	Save as object	
plotKit_gui	21	strBtnSaveImage	Save as image	
plotKit_gui	22	strBtnObjectSaved	Object saved	
plotKit_gui	23	strLblMainTitle	Marker size range	
plotKit_gui	24	strLblXTitle	Size (bp)	
plotKit_gui	25	strMsgNull	At least one kit must be selected!	
plotKit_gui	26	strMsgTitleError	Error	
plotPeaks_gui	1	strWinTitle	Plot peaks	
plotPeaks_gui	2	strChkGui	Save GUI settings	
plotPeaks_gui	3	strBtnHelp	Help	
plotPeaks_gui	4	strFrmDataset	Dataset	
plotPeaks_gui	5	strLblDataset	Dataset:	
plotPeaks_gui	6	strDrpDataset	<Select dataset>	
plotPeaks_gui	7	strLblSamples	samples	
plotPeaks_gui	8	strFrmOptions	Options	
plotPeaks_gui	9	strChkOverride	Override automatic titles	
plotPeaks_gui	10	strLblTitlePlot	Plot title:	
plotPeaks_gui	11	strLblTitleX	X title:	
plotPeaks_gui	12	strLblTitleY	Y title:	
plotPeaks_gui	13	strChkProportion	Plot proportion	
plotPeaks_gui	14	strLblBaseSize	Base font size (pts):	
plotPeaks_gui	15	strLblPalette	Color palette:	
plotPeaks_gui	16	strChkLabels	Print value as bar labels	
plotPeaks_gui	17	strLblLabelDecimals	Bar label decimals:	
plotPeaks_gui	18	strLblLabelSize	Bar label font size (pts):	
plotPeaks_gui	19	strBtnPlot	Plot	
plotPeaks_gui	20	strBtnProcessing	Processing...	
plotPeaks_gui	21	strFrmSave	Save as	
plotPeaks_gui	22	strLblSave	Name for result:	
plotPeaks_gui	23	strBtnSaveObject	Save as object	
plotPeaks_gui	24	strBtnSaveImage	Save as image	
plotPeaks_gui	25	strBtnObjectSaved	Object saved	
plotPeaks_gui	26	strLblMainTitle	Analysis of peaks from	
plotPeaks_gui	27	strLblXTitle	Group	
plotPeaks_gui	28	strLblYTitleProp	Proportion	
plotPeaks_gui	29	strLblYTitleCount	Count	
plotPeaks_gui	30	strMsgNull	Data frame is NULL or NA!	
plotPeaks_gui	31	strMsgTitleError	Error	
plotPrecision_gui	1	strWinTitle	Plot precision	
plotPrecision_gui	2	strChkGui	Save GUI settings	
plotPrecision_gui	3	strBtnHelp	Help	
plotPrecision_gui	4	strFrmDataset	Dataset and kit	
plotPrecision_gui	5	strLblDataset	Precision dataset:	
plotPrecision_gui	6	strDrpDataset	<Select dataset>	
plotPrecision_gui	7	strLblKit	and the kit used:	
plotPrecision_gui	8	strFrmOptions	Options	
plotPrecision_gui	9	strChkOverride	Override automatic titles	
plotPrecision_gui	10	strExpTitles	Titles	
plotPrecision_gui	11	strLblTitlePlot	Plot title:	
plotPrecision_gui	12	strLblTitleX	X title:	
plotPrecision_gui	13	strLblTitleY	Y title:	
plotPrecision_gui	14	strLblNB	NB! Title size, angle, vjust, and hjust does not always work as expected with different number of facets per row.	
plotPrecision_gui	15	strLblTitleSettings	Main title size, angle, vjust, hjust:	
plotPrecision_gui	16	strLblXTitleSettings	X title size, angle, vjust, hjust:	
plotPrecision_gui	17	strLblYTitleSettings	Y title size, angle, vjust, hjust:	
plotPrecision_gui	18	strChkByMarker	Plot by marker	
plotPrecision_gui	19	strLblXAxis	X axis:	
plotPrecision_gui	20	strRadMean	Mean	
plotPrecision_gui	21	strRadAllele	Allele	
plotPrecision_gui	22	strLblTheme	Plot theme:	
plotPrecision_gui	23	strExpPoints	Data points	
plotPrecision_gui	24	strLblShape	Shape:	
plotPrecision_gui	25	strLblAlpha	Alpha:	
plotPrecision_gui	26	strLblColor	Colour:	
plotPrecision_gui	27	strExpAxes	Axes	
plotPrecision_gui	28	strLblLimitY	Limit Y axis (min-max)	
plotPrecision_gui	29	strLblLimitX	Limit X axis (min-max)	
plotPrecision_gui	30	strLblScales	Scales:	
plotPrecision_gui	31	strChkOverrideLabels	Override default x/y/facet labels	
plotPrecision_gui	32	strExpXLabels	X labels	
plotPrecision_gui	33	strLblSize	Text size (pts):	
plotPrecision_gui	34	strLblAngle	Angle:	
plotPrecision_gui	35	strLblJustification	Justification (v/h):	
plotPrecision_gui	36	strExpYLabels	Y labels	
plotPrecision_gui	37	strExpFacets	Facets	
plotPrecision_gui	38	strLblSizeX	Text size X (pts):	
plotPrecision_gui	39	strLblSizeY	Text size Y (pts):	
plotPrecision_gui	40	strFrmPlotDot	Plot precision data as dotplot	
plotPrecision_gui	41	strBtnSize	Size	
plotPrecision_gui	42	strBtnHeight	Height	
plotPrecision_gui	43	strBtnPoint	Data point	
plotPrecision_gui	44	strFrmPlotBox	Plot precision data as boxplot	
plotPrecision_gui	45	strBtnProcessing	Processing...	
plotPrecision_gui	46	strFrmSave	Save as	
plotPrecision_gui	47	strLblSave	Name for result:	
plotPrecision_gui	48	strBtnSaveObject	Save as object	
plotPrecision_gui	49	strBtnSaveImage	Save as image	
plotPrecision_gui	50	strBtnObjectSaved	Object saved	
plotPrecision_gui	51	strLblMainTitleSize	Allele size range	
plotPrecision_gui	52	strLblMainTitleHeight	Allele height range	
plotPrecision_gui	53	strLblMainTitlePoint	Allele data point range	
plotPrecision_gui	54	strLblYTitleSize	Deviation from mean (bp)	
plotPrecision_gui	55	strLblYTitleHeight	Deviation from mean (RFU)	
plotPrecision_gui	56	strLblYTitlePoint	Deviation from mean (data point)	
plotPrecision_gui	57	strLblXTitleSize	Mean size in basepairs (bp)	
plotPrecision_gui	58	strLblXTitleHeight	Mean height in relative fluorescent units (RFU)	
plotPrecision_gui	59	strLblXTitlePoints	Mean scan number in data points	
plotPrecision_gui	60	strLblXTitleAllele	Allele	
plotPrecision_gui	61	strMsgNull	Data frame is NULL or NA!	
plotPrecision_gui	62	strMsgTitleError	Error	
plotPullup_gui	1	strWinTitle	Plot pull-up	
plotPullup_gui	2	strChkGui	Save GUI settings	
plotPullup_gui	3	strBtnHelp	Help	
